pl_name,hostname,pl_letter,tic_id,pl_trandep,st_teff,st_logg,ra,dec,sy_dist,sy_tmag,Ratio,AB_Mag,Data_Size,Weight
WASP-2 b,WASP-2,b,374530847,1.646,5180,4.51,307.7255587,6.4293305,153.242,10.9984,0.007369336,18.0792837,1.001665226,1
WASP-20 b,WASP-20,b,211438925,1.164,5940,4.23,5.1605621,-23.9357894,211.877,10.248,0.028113151,15.87518072,1.018870832,1
WASP-21 b,WASP-21,b,436478932,1.082,5800,4.28,347.4928024,18.3961597,258.426,10.9644,0.024815205,16.72705988,1.007827623,1
WASP-22 b,WASP-22,b,257567854,1,6000,4.5,52.8180374,-23.8197924,317.652,11.185,0.034038056,16.60454266,1.001741404,1
WASP-23 b,WASP-23,b,170102285,1.691,5150,4.56,101.1275033,-42.7622296,207.49,11.7583,0.00565356,19.12694957,1.013889629,1
WASP-24 b,WASP-24,b,460396820,1,6075,4.26,227.2154975,2.343286,322.114,11.0062,0.039384015,16.26735457,1.002056338,1
WASP-25 b,WASP-25,b,229047362,1.9,5750,4.5,195.3597581,-27.5222273,211.416,11.2175,0.021058311,17.1583957,1.001655457,1
WASP-26 b,WASP-26,b,32487566,1,6034,4.44,4.6030424,-15.2674044,252.759,10.5853,0.034038056,16.00484266,1.006663796,1
WASP-28 b,WASP-28,b,398572544,1.3396,6084,4.37,353.6162694,-1.5799849,348.494,11.6238,0.039384015,16.88495457,1.003547399,1
WASP-29 b,WASP-29,b,183537452,1,4800,4.5,357.8791976,-39.9071215,87.5953,10.2499,0.002163516,18.66145435,1.01884139,1
WASP-3 b,WASP-3,b,27848472,1.1,6400,4.25,278.6317411,35.6614312,231.161,10.1058,0.055356059,14.99734163,1.015678128,1
WASP-31 b,WASP-31,b,437248515,1.615,6302,4.31,169.4388603,-19.0547781,383.829,11.4553,0.051569566,16.42377085,1.01922005,1
WASP-32 b,WASP-32,b,427332229,1.1,6140,4.4,3.9617073,1.2005122,275.994,11.021,0.039384015,16.28215457,1.001960203,1
WASP-33 b,WASP-33,b,129979528,1.216011,7430,4.25,36.7127375,37.5504441,121.944,7.87611,0.132997348,11.81595709,1.011783099,1
WASP-34 b,WASP-34,b,437242640,1.3,5700,4.5,165.3993679,-23.8609457,132.096,9.7566,0.021058311,15.6974957,1.018841854,1
WASP-35 b,WASP-35,b,43647325,1.5,5990,4.4,76.0818912,-6.2297801,202.218,10.4408,0.034038056,15.86034266,1.010921624,1
WASP-36 b,WASP-36,b,13349647,1.78711,5959,4.49,131.5803897,-8.0269855,386.346,12.212,0.034038056,17.63154266,1.01463326,1
WASP-37 b,WASP-37,b,368805700,1.427,5800,4.41,221.9438866,1.0650227,392.791,12.1159,0.024815205,17.87855988,1.001588602,1
WASP-38 b,WASP-38,b,318696424,0.69,6180,4.25,243.9597194,10.0324103,136.24,8.83621,0.04291004,14.00426724,1.000018036,1
WASP-39 b,WASP-39,b,181949561,2.11,5400,4.45,217.3266477,-3.4444994,213.982,11.3763,0.011614402,17.96326244,1.001548102,1
WASP-4 b,WASP-4,b,402026209,2.3,5400,4.47,353.5629149,-42.0617794,267.206,11.8295,0.011614402,18.41646244,1.020476161,1
WASP-41 b,WASP-41,b,398943781,1.9,5545,4.53,190.6188034,-30.6398176,163.371,10.7875,0.014266481,17.15116241,1.019396904,1
WASP-42 b,WASP-42,b,248075138,1.811,5315,4.52,192.981203,-42.0736165,177.291,11.3728,0.009409682,18.18831714,1.014393269,1
WASP-43 b,WASP-43,b,36734222,2.55,4400,4.49,154.9081869,-9.8064431,86.7467,11.1184,0.000379086,21.42100945,1.018668618,1
WASP-44 b,WASP-44,b,12862099,1.56,5420,4.49,3.9032733,-11.9382645,364.512,12.3993,0.011614402,18.98626244,1.00181815,1
WASP-45 b,WASP-45,b,120610833,1.29,5150,4.5,5.2377567,-35.998465,211.196,11.5005,0.00565356,18.86914957,1.019053145,1
WASP-46 b,WASP-46,b,231663901,1.915122,5600,4.49,318.7370122,-55.8718634,375.31,12.4069,0.017380802,18.55618,1.014791521,1
WASP-47 b,WASP-47,b,102264230,1.28,5552,4.34,331.203092,-12.019067,264.78,11.29,0.017380802,17.43928,1.00668894,1
WASP-48 b,WASP-48,b,284475976,0.96,5920,4.03,291.1623865,55.4730273,454.144,11.1541,0.028113151,16.78128072,1.046263717,1
WASP-49 b,WASP-49,b,306362738,1.4,5600,4.5,91.0897193,-16.9653901,194.553,10.8164,0.017380802,16.96568,1.010674412,1
WASP-5 b,WASP-5,b,184240683,1.18,5700,4.4,359.3490277,-41.2772202,309.137,11.5464,0.021058311,17.4872957,1.014135418,1
WASP-50 b,WASP-50,b,382391899,1.963499,5400,4.54,43.6880738,-10.8980242,184.848,11.0529,0.011614402,17.63986244,1.010819568,1
WASP-52 b,WASP-52,b,427685831,2.71,5000,4.58,348.4947931,8.7610793,174.818,11.3819,0.004275546,19.0538755,1.000018036,1
WASP-53 b,WASP-53,b,268766053,1.915883,4953,4.55,31.9091639,-20.661843,201.338,11.7617,0.004275546,19.4336755,1.011488411,1
WASP-54 b,WASP-54,b,61098812,0.86,6100,4,205.4542456,-0.1281712,251.303,9.87229,0.036980143,15.20182307,1.010427744,1
WASP-55 b,WASP-55,b,294301883,1.6,5900,4.3,203.7581951,-17.5034961,297.462,11.3473,0.028341784,16.96568658,1.010887243,1
WASP-56 b,WASP-56,b,347329162,1,5600,4.5,183.3660401,23.055687,321.084,11.5384,0.017380802,17.68768,1.00554773,1
WASP-57 b,WASP-57,b,175772482,1.269,5600,4.45,223.8199788,-2.0576866,398.276,12.2688,0.017380802,18.41808,1.001356231,1
WASP-58 b,WASP-58,b,424435940,1.4,5800,4.27,274.7012534,45.1722194,290.404,11.2311,0.024815205,16.99375988,1.019362554,1
WASP-59 b,WASP-59,b,91051152,1.69,4650,4.72,349.6229547,24.889277,115.936,11.5549,0.000947466,20.86294546,1.002163937,1
WASP-6 b,WASP-6,b,204376737,2.1,5450,4.6,348.1571282,-22.6741248,197.119,11.4779,0.011614402,18.06486244,1.018914836,1
WASP-60 b,WASP-60,b,288246496,0.6,5900,4.2,356.6667136,31.1559115,431.052,11.5639,0.028113151,17.19108072,1.002424012,1
WASP-61 b,WASP-61,b,13021029,0.88,6250,4.26,75.2996637,-26.0541438,488.66,11.7231,0.045713657,16.82243964,1.011207932,1
WASP-62 b,WASP-62,b,149603524,1.2,6230,4.45,87.1398205,-63.9883286,175.631,9.7109,0.045713657,14.81023964,1.166055433,1
WASP-63 b,WASP-63,b,393414358,0.61,5550,4.01,94.3363562,-38.3233826,290.684,10.439,0.014066748,16.81797026,1.019960486,1
WASP-64 b,WASP-64,b,52640302,1.522,5400,4.39,101.1149223,-32.8583878,369.926,12.0506,0.011614402,18.63756244,1.020125765,1
WASP-65 b,WASP-65,b,444013020,1.28,5600,4.4,133.3242982,8.5230171,273.703,11.302,0.017380802,17.45128,1.024089058,1
WASP-66 b,WASP-66,b,53735810,0.67,6600,4.3,158.2250301,-34.9899074,500.258,11.248,0.074677995,15.81447291,1.019697808,1
WASP-67 b,WASP-67,b,68952448,1.8,5200,4.35,295.7438485,-19.9497314,189.469,11.355,0.007369336,18.4358837,1.000018036,1
WASP-68 b,WASP-68,b,71841620,0.57,5910,4.17,305.0957239,-19.3147271,226.399,9.9543,0.028113151,15.58148072,1.000018036,1
WASP-69 b,WASP-69,b,248853232,1.8,4700,4.5,315.0259661,-5.094857,49.9605,8.8628,0.001455741,17.70454461,1.007039038,1
WASP-7 b,WASP-7,b,389352124,0.7357,6400,4.23,311.0427558,-39.2254856,162.303,9.0532,0.055356059,13.94474163,1.014883365,1
WASP-70 A b,WASP-70 A,b,442530946,0.97,5763,4.31,315.4771912,-13.4333821,222.355,10.5959,0.024815205,16.35855988,1.000018036,1
WASP-71 b,WASP-71,b,422655579,0.44,6050,3.9,29.2634506,0.7588247,362.715,10.1638,0.032622503,15.62946134,1.016866112,1
WASP-72 b,WASP-72,b,122612091,0.37,6250,4.09,41.0400779,-30.1690785,434.754,10.4614,0.04291004,15.62945724,1.020945547,1
WASP-73 b,WASP-73,b,231670397,0.33,6030,3.93,319.9496969,-58.1489328,316.678,9.8638,0.032622503,15.32946134,1.020505776,1
WASP-74 b,WASP-74,b,244089109,0.96,5990,4.39,304.538843,-1.0760033,149.216,9.13055,0.034038056,14.55009266,1.000018036,1
WASP-75 b,WASP-75,b,36592530,1.07,6100,4.29,342.3858995,-10.6754686,294.001,10.931,0.039384015,16.19215457,1.008573694,1
WASP-76 b,WASP-76,b,293435336,1.189,6250,4.13,26.632936,2.700389,194.459,9.02706,0.04291004,14.19511724,1.007454093,1
WASP-77 A b,WASP-77 A,b,1129033,1.783,5617,4.48,37.1555223,-7.0606675,105.166,9.62713,0.017380802,15.77641,1.010747298,1
WASP-78 b,WASP-78,b,139528693,0.65,6100,4.1,63.7562662,-22.1163901,754.258,11.8282,0.036980143,17.15773307,1.007776462,1
WASP-79 b,WASP-79,b,170634116,1.225366,6600,4.2,66.3709016,-30.6004362,246.69,9.6757,0.069613668,14.31841825,1.020621155,1
WASP-8 b,WASP-8,b,183532609,1.3,5600,4.5,359.9008737,-35.0313349,89.9606,9.1468,0.017380802,15.29608,1.018582123,1
WASP-80 b,WASP-80,b,243921117,2.937,4143,4.66,303.1667996,-2.1444369,49.7876,10.3622,0.000174727,21.50575572,1.006850713,1
WASP-81 b,WASP-81,b,399402994,1.452745,5870,4.26,304.2079924,3.2939492,398.505,11.8886,0.028341784,17.50698658,1.001767195,1
WASP-82 b,WASP-82,b,452808876,0.63,6480,3.96,72.6605916,1.8938365,275.664,9.538961,0.062624242,14.29655933,1.001813633,1
WASP-83 b,WASP-83,b,286865921,1.04,5510,4.44,190.1519558,-19.2843527,271.103,11.5037,0.014266481,17.86736241,1.010851835,1
WASP-84 b,WASP-84,b,350293646,1.723,5280,4.6,131.1069959,1.8598933,100.588,10.0471,0.009409682,16.86261714,1.014105176,1
WASP-85 A b,WASP-85 A,b,380619414,1.87,6112,4.5,175.9080328,6.5637842,141.887,10.15,0.039384015,15.41115457,1.010871327,1
WASP-87 b,WASP-87,b,15445551,0.765,6450,4.08,185.3246821,-52.8408163,298.392,10.349,0.055356059,15.24054163,1.017585351,1
WASP-88 b,WASP-88,b,100566492,0.7,6430,3.96,309.5112337,-48.4620833,523.756,11.117,0.055356059,16.00854163,1.01495469,1
WASP-89 b,WASP-89,b,77202722,1.49,5130,4.52,313.9000261,-18.9714084,290.946,12.4035,0.00565356,19.77214957,1.000018036,1
WASP-90 b,WASP-90,b,459730973,0.71,6430,4.03,315.5319489,7.0562793,466.433,11.07,0.055356059,15.96154163,1.001811459,1
WASP-91 b,WASP-91,b,238176110,1.5,4920,4.3,357.846434,-70.1528621,149.942,11.0443,0.003133417,19.05370914,1.034258533,1
WASP-92 b,WASP-92,b,162689341,1.254,6280,4.26,246.6920395,51.0411328,575.889,12.423,0.051569566,17.39147085,1.011270823,1
WASP-93 b,WASP-93,b,240681314,1.097,6700,4.2,9.4587443,51.288778,370.284,10.6496,0.075837532,15.19934405,1.010694761,1
WASP-94 A b,WASP-94 A,b,92352620,1.2,6170,4.27,313.7832393,-34.1357512,211.211,9.6433,0.045713657,14.74263964,1.015441862,1
WASP-94 B b,WASP-94 B,b,92352621,,6040,4.26,313.7882932,-34.135724,208.696,10.0103,0.034038056,15.42984266,1.012929617,1
WASP-95 b,WASP-95,b,144065872,1,5830,4.36,337.4578243,-48.0030988,137.544,9.4995,0.024815205,15.26215988,1.011150161,1
WASP-96 b,WASP-96,b,160148385,1.38,5540,4.42,1.0465696,-47.3606352,352.464,11.9116,0.014266481,18.27526241,1.013937318,1
WASP-97 b,WASP-97,b,230982885,1.2,5640,4.45,24.6051389,-55.7720006,151.068,9.9696,0.017380802,16.11888,1.019421428,1
WASP-98 b,WASP-98,b,166833457,2.57,5473,4.61,58.4290113,-34.3282716,281.742,12.3943,0.014266481,18.75796241,1.010895797,1
WASP-99 b,WASP-99,b,166836920,0.41,6150,4.3,39.8976689,-50.0081934,158.66,8.93,0.039384015,14.19115457,1.02644758,1
WD 1856+534 b,WD 1856+534,b,267574918,56.65,4710,7.92,284.415675,53.5090244,24.7359,16.338,0.001615955,25.06638166,1.08531571,1
WTS-1 b,WTS-1,b,138488806,1.7636,6250,4.4,293.9850284,36.2962939,2346.01,16.0005,0.045713657,21.09983964,1.005274222,1
WTS-2 b,WTS-2,b,138359318,9.155864,5000,4.6,293.7327826,36.8154936,1030.768344,14.956,0.004275546,22.6279755,1.010794434,1
Wendelstein-1 b,Wendelstein-1,b,75262942,3.752295,4251,4.55,299.0506412,17.5699627,305.3,14.1959,0.000273532,24.8528357,1.004324558,1
Wendelstein-2 b,Wendelstein-2,b,209752908,7.763041,4591,4.53,297.7909214,16.9125679,565.541,15.1403,0.000947466,24.44834546,1.00462795,1
Wolf 1061 b,Wolf 1061,b,413948621,,3342,4.9,247.5748276,-12.6676866,4.30592,7.52527,3.88E-05,20.3015333,1.000018036,1
Wolf 1069 b,Wolf 1069,b,352617553,,3158,4.93,306.5242477,58.5753044,9.58341,10.9072,2.58E-05,24.12679374,1.031767467,1
Wolf 327 b,Wolf 327,b,4918918,0.081839,3542,4.87,148.3783199,35.570548,28.5321,10.7818,7.27E-05,22.87776062,1.006898966,1
Wolf 503 b,Wolf 503,b,187278212,,4716,4.62,206.8461979,-6.1393369,44.526,9.2493,0.001455741,18.09104461,1.000018036,1
XO-1 b,XO-1,b,236312126,1.8,5750,4.51,240.5492745,28.1696248,163.553,10.5484,0.021058311,16.4892957,1.003495165,1
XO-2 N b,XO-2 N,b,356473034,1.3363,5340,4.43,117.0267691,50.2251472,154.273,10.4467,0.009409682,17.26221714,1.014024575,1
XO-2 S b,XO-2 S,b,356473029,,5399,4.43,117.0309753,50.2169068,151.398,10.4164,0.011614402,17.00336244,1.00877438,1
XO-3 b,XO-3,b,8400842,0.89,6429,3.95,65.4695814,57.8172095,213.053,9.441,0.055356059,14.33254163,1.016690944,1
XO-4 b,XO-4,b,51234631,0.78,6397,4.18,110.3880285,58.2681094,272.655,10.1653,0.055356059,15.05684163,1.020369441,1
XO-5 b,XO-5,b,9155187,1.08,5430,4.35,116.7163868,39.0944695,276.211,11.4556,0.011614402,18.04256244,1.004359306,1
XO-6 b,XO-6,b,138168780,1.4842,6720,4.04,94.7929552,73.8275672,235.479,9.88278,0.075837532,14.43252405,1.034604584,1
XO-7 b,XO-7,b,268403451,0.909,6250,4.25,277.4780753,85.2333208,234.149,10.0521,0.04291004,15.22015724,1.043961447,1
YSES 2 b,YSES 2,b,295777692,,4749,4.25,171.9802779,-66.4345736,109.406,9.9323,0.001446825,18.78071434,1.012668255,1
YZ Cet b,YZ Cet,b,439403362,,3151,5.17,18.1330792,-16.9962434,3.71207,12.2975,2.58E-05,25.51709374,1.011830027,1
alf Ari b,alf Ari,b,306349516,,4553,2.49,31.793286,23.462421,20.21019,0.793,0.000573481,10.64615616,1.255252751,1
alf Tau b,alf Tau,b,245873777,,4055,1.2,68.980174,16.509201,20.4332,-1.2,1.29E-05,12.76991166,1.589382338,1
bet Cnc b,bet Cnc,b,458582777,,4092.1,1.4,124.1286379,9.1853306,89.0472,2.2206,2.20E-05,15.6118033,1.120196027,1
bet Pic b,bet Pic,b,270577175,,8038.68,4.35,86.8212337,-51.066148,19.7442,3.6957,0.217743818,7.100289955,1.062288807,1
bet UMi b,bet UMi,b,229540730,,4126,1.5,222.676495,74.155548,38.77472,0.666,2.20E-05,14.0572033,2,1
eps CrB b,eps CrB,b,356000102,,4406,1.94,239.3965057,26.8776171,69.8683,3.0741,0.00016433,14.28426528,1.0310986,1
eps Eri b,eps Eri,b,118572803,,5020.38,4.59,53.2284306,-9.4581715,3.2026,2.9054,0.004275546,10.5773755,1.050896239,1
eps Ind A b,eps Ind A,b,231698181,,4754,4.57,330.8714021,-56.7969023,3.63857,3.7002,0.002163516,12.11175435,1.034372173,1
eps Tau b,eps Tau,b,17554529,,4877,2.66,67.1546573,19.1802782,47.52852,2.6539,0.002030428,11.13438552,1.076329434,1
gam Cep b,gam Cep,b,367912480,,4888,3.33,354.8358233,77.6331009,14.1024,2.2213,0.002871187,10.32560081,1.2532789,1
gam Lib b,gam Lib,b,386935627,,4879,2.5,233.8818636,-14.789502,47.4017,3.0514,0.002030428,11.53188552,1.000018036,1
gam Psc b,gam Psc,b,262691761,,4742,2.33,349.2946794,3.2823664,41.3107,2.8162,0.000928512,12.14618562,1.01389301,1
gam1 Leo b,gam1 Leo,b,95431294,,4330,1.66,154.993208,19.841389,39.8883,0.817,6.00E-05,13.12151989,1.170630595,1
iot Dra b,iot Dra,b,165722603,,4504,2.48,231.2323227,58.9661403,31.32832,2.2711,0.000354107,12.64771721,1.139643189,1
kap And b,kap And,b,176945734,,10900,3.78,355.1025974,44.3338511,50.0177,4.2242,0.685640236,6.383413799,1.019639959,1
kap CrB b,kap CrB,b,334753043,,4840,3.2,237.8080012,35.6558818,30.0651,3.9341,0.001735806,12.58480173,1.009724915,1
mu Leo b,mu Leo,b,82204610,,4538.2,2.4,148.1898673,26.0067142,32.6081,2.8345,0.000354107,13.21111721,1.03923123,1
mu2 Sco b,mu2 Sco,b,338105219,,21700,3.8,253.0838724,-38.0176339,,3.8076,0.987290149,5.570942529,1.01624955,1
nu Oct A b,nu Oct A,b,352542468,,4860,3.12,325.3702792,-77.3910853,21.1999,2.8426,0.002473773,11.10865491,1.082730815,1
nu Oph b,nu Oph,b,9815387,,4887,2.64,269.7566013,-9.7741342,46.2107,2.4836,0.002030428,10.96408552,1.000018036,1
ome Ser b,ome Ser,b,272677041,,4724,2.37,237.5732422,2.196304,76.7556,4.325,0.000928512,13.65498562,1.002626567,1
omi CrB b,omi CrB,b,357502856,,4769,2.36,230.0350768,29.6160222,84.7883,4.6169,0.001342439,13.54661793,1.00425047,1
omi UMa b,omi UMa,b,73416947,,5075,2.58,127.5649503,60.7177048,54.9149,2.607,0.003784188,10.41152274,1.040273215,1
psi1 Dra B b,psi1 Dra B,b,441804565,,6212,4.2,265.4925754,72.1557114,22.7188,5.2863,0.04291004,10.45435724,1.245664876,1
rho CrB b,rho CrB,b,458494003,,5817,4.25,240.2600639,33.3001861,17.4671,4.8248,0.024020857,10.6227833,1.020680799,1
tau Boo b,tau Boo,b,72506701,,6466.27,4.25,206.8134593,17.4571647,15.6521,4.0281,0.062624242,8.785698328,1.009486646,1
tau Gem b,tau Gem,b,68984421,,4388,1.96,107.7847232,30.2449545,112.537,3.3457,0.00016433,14.55586528,1.042608701,1
ups And b,ups And,b,189576919,,6156.77,4.13,24.1983534,41.4038147,13.4054,3.6137,0.04291004,8.781757238,1.03659565,1
ups Leo b,ups Leo,b,49430557,,4836,2.46,174.2372188,-0.8235643,52.5973,3.4462,0.001342439,12.37591793,1.013633662,1
xi Aql b,xi Aql,b,375464367,,4841,2.61,298.5624491,8.4611051,56.1858,3.8144,0.001342439,12.74411793,1.003680788,1
1001.01,1001,PC,88863718,,7070,4.03,122.580465,-5.513852,295.862,9.42344,0.097639157,13.69883449,1.074383969,0.5
1007.01,1007,PC,65212867,,6596,3.71,112.752393,-4.463359,283.291,8.87759,0.05932355,13.69397671,1.032840195,0.5
1011.01,1011,PC,114018671,,5413.7,4.46,113.984761,-32.841999,52.62,8.2388,0.011579631,14.82901773,1.082328822,0.5
1012.01,1012,APC,427508467,,8928,3.92,117.095285,6.785064,295.959,8.12718,0.334729893,11.06489829,1.038292176,0.5
1019.01,1019,PC,341420329,,7645,4.3,120.147994,-54.878552,399.544,10.6348,0.168223486,14.31953797,1.06420535,0.5
1027.01,1027,PC,20318757,,4272,4.6,167.133275,-29.653135,56.3449,10.2103,0.000272412,20.87168934,1.082408145,0.5
1032.01,1032,PC,146589986,,10395,4.13,159.221506,-42.541639,587.196,9.7611,0.595237673,12.07382851,1.076510377,0.5
1035.01,1035,PC,361413119,,5964,3.7,144.150273,-61.583182,347.556,10.1126,0.028861377,15.71126192,1.039266785,0.5
1036.01,1036,PC,146172354,,5771,4.31,157.867112,-42.240448,184.015,10.2855,0.024792143,16.04916935,1.049756582,0.5
1042.01,1042,PC,360286627,,9917,3.75,141.975215,-61.33004,792.633,9.718,0.498092177,12.22418024,1.089772559,0.5
1056.01,1056,PC,421894914,,6124.3,4.38,339.258703,-76.917605,168.354,9.6663,0.039365723,14.92795896,1.116157233,0.5
1057.01,1057,PC,323132914,,5599,4.46138,127.996917,-78.407564,98.2855,9.4091,0.017350203,15.56029314,1.254152731,0.5
1058.01,1058,PC,31553893,,5785,4.344,288.911772,-31.790813,338.831,9.3781,0.024792143,15.14176935,1.104834707,0.5
1059.01,1059,PC,380783252,,5509,4.39758,269.714503,-60.922727,98.8783,9.7825,0.014233297,16.14869075,1.070351362,0.5
1060.01,1060,APC,101230735,,5687.9,4.6,299.290995,-48.934476,128.491,9.6652,0.021029307,15.60759215,1.090419223,0.5
1063.01,1063,PC,406976746,,5552,4.61783,230.555493,-83.056214,61.1201,9.0689,0.017350203,15.22009314,1.09749612,0.5
1074.01,1074,PC,327301957,,5206,4.63095,310.761004,-72.010267,107.356,10.6339,0.007335799,17.71973599,1.06480234,0.5
1077.01,1077,PC,369960846,,5192,4.4617,173.810798,-88.096213,463.683,13.461,0.007335799,20.54683599,1.148156471,0.5
1079.01,1079,PC,379240073,,6519,4.22068,283.119492,-55.387928,1179.27,13.1284,0.062584668,17.88668465,1.024416583,0.5
1080.01,1080,PC,161032923,,3296,4.96636,276.368325,-52.214573,25.559,12.7067,3.88E-05,25.48400379,1.019843166,0.5
1081.01,1081,PC,253728991,,6027,4.29978,282.140409,-40.11177,354.05,11.5247,0.034019754,16.94482661,1.009999298,0.5
1082.01,1082,PC,261108236,,4310,4.57345,83.275809,-80.815478,100.248,11.8835,0.000272412,22.54488934,1.277120242,0.5
1083.01,1083,PC,322270620,,3614,4.81257,296.822194,-87.32281,68.9109,12.0936,9.35E-05,23.91623628,1.082437554,0.5
1085.01,1085,APC,381979901,,6102,4.28649,77.605399,-59.535664,444.066,11.6577,0.039365723,16.91935896,1.351063705,0.5
1086.01,1086,PC,468148930,,5818,4.33787,305.56982,-88.568495,736.397,12.2303,0.024792143,17.99396935,1.079118233,0.5
1091.01,1091,PC,193413306,,7348,3.9,222.101134,-56.025931,321.671,9.3529,0.13280252,13.29433875,1.037525377,0.5
1094.01,1094,APC,136274063,,7710,3.98,230.498827,-53.819601,426.003,9.9806,0.176378003,13.61394349,1.054490844,0.5
1095.01,1095,PC,375223080,,7066,3.78,133.968965,-75.926187,582.521,10.4291,0.097639157,14.70449449,1.131355312,0.5
1100.01,1100,PC,318608749,,6033,4.37,9.126138,-83.567067,205.43,10.5135,0.034019754,15.93362661,1.095804874,0.5
1104.01,1104,PC,451599528,,6058.6,4.2,279.721286,-85.709137,70.0154,7.5622,0.036957344,12.89240266,1.205767828,0.5
1105.01,1105,PC,274151135,,4664,4.55,146.053969,-89.471513,79.5225,10.2809,0.001447565,19.12875934,1.106740753,0.5
1114.01,1114,APC,409934330,,8048,4.438,302.147728,-71.552443,174.475,8.1129,0.217568608,11.51836396,1.080666366,0.5
1115.01,1115,APC,379286801,,6708.3,4.2,283.301843,-54.910806,359.215,10.526,0.075753958,15.07694122,1.007486038,0.5
1116.01,1116,PC,304100538,,5551,4.46214,27.699972,-75.848774,94.4178,9.5268,0.017350203,15.67799314,1.17085699,0.5
1117.01,1117,PC,295541511,,5731,4.43,273.602061,-66.419974,167.598,10.4055,0.021029307,16.34789215,1.038175642,0.5
1119.01,1119,APC,261369656,,6456,3.92,292.604815,-46.278074,421.518,10.5024,0.062584668,15.26068465,1.045990459,0.5
1123.01,1123,APC,469782185,,5159.8,4.23,292.391505,-37.304009,161.932,10.2398,0.007263336,17.33641416,1.012699685,0.5
1124.01,1124,APC,128790976,,6690,4.24,300.212928,-43.982529,75.7145,7.2235,0.075753958,11.77444122,1.074031914,0.5
1125.01,1125,PC,80166433,,8271,3.95,298.287708,-46.369991,237.593,8.0465,0.222998363,11.42520035,1.086988072,0.5
1131.01,1131,PC,198213332,,5579,3.67,248.433545,61.718334,222.74,9.2872,0.015499699,15.56084635,1.443501296,0.5
1135.01,1135,PC,154872375,,5962.7,4.38,193.39637,85.129495,114.048,9.02855,0.034019754,14.44867661,1.190545396,0.5
1139.01,1139,PC,202563254,,7947,4.2,304.034336,31.925687,238.726,8.86193,0.199817451,12.359801,1.038723988,0.5
1153.01,1153,APC,154840461,,6528.3,4.21,182.691562,85.705076,147.134,8.40534,0.062584668,13.16362465,1.149371645,0.5
1154.01,1154,PC,459970307,,5704,4.51,254.924043,64.699214,93.8819,9.3188,0.021029307,15.26119215,1.388125353,0.5
1173.01,1173,PC,232967440,,5429.6,4.44,197.683097,70.768012,132.353,10.2938,0.011579631,16.88401773,1.102677578,0.5
1174.01,1174,PC,154089169,,5029.5,4.61,209.217175,68.618211,94.6375,10.2549,0.004250669,17.9332113,1.101481738,0.5
1176.01,1176,PC,230088370,,6557.7,4.18,247.35668,71.505873,295.561,10.1772,0.06956049,14.82074795,1.313222107,0.5
1179.01,1179,APC,148914726,,4927.9,4.57,187.055897,67.240043,86.444,10.1313,0.00311309,18.14777546,1.094310155,0.5
1180.01,1180,PC,158002130,,4738.1,4.59,214.555774,82.193764,72.0238,10.112,0.001447565,18.95985934,1.16866885,0.5
1184.01,1184,PC,233087860,,4534,4.61,272.20452,60.678785,58.5946,9.9469,0.000593512,19.76278108,1.353617555,0.5
1186.01,1186,APC,289539327,,6115.7,3.89,251.633465,65.715035,294.85,9.92402,0.036957344,15.25422266,1.195080813,0.5
1187.01,1187,PC,372757221,,6389,4.26,162.893176,81.322174,221.071,9.9002,0.05971516,14.70944304,1.144717108,0.5
119.01,119,PC,278683844,,5332,4.56429,99.238421,-58.016153,66.6187,9.2789,0.00937301,16.0986568,2,0.5
1190.01,1190,APC,287196418,,7106.7,4.2,292.734132,59.403853,280.948,9.80529,0.114546448,13.90729047,1.272143324,0.5
1194.01,1194,PC,147950620,,5339.9,4.41,167.821481,69.964775,149.667,10.4782,0.00937301,17.2979568,1.126606239,0.5
1196.01,1196,PC,69068526,,6689,3.96,291.707693,17.808736,424.442,10.4318,0.075753958,14.98274122,1.021877705,0.5
1197.01,1197,PC,92677094,,7649,4.04,293.26832,15.736136,405.634,10.4247,0.152280548,14.21754346,1.024638152,0.5
1199.01,1199,PC,99869022,,5618,4.06,166.880658,61.352572,248.427,10.4221,0.017173069,16.58443477,1.023959124,0.5
1204.01,1204,PC,467666275,,6711,4.06358,169.119109,-60.567675,106.505,8.004,0.075753958,12.55494122,1.115987302,0.5
1205.01,1205,PC,287776397,,6090,3.29864,127.128017,-74.954728,309.932,8.3902,0.033517174,13.82648606,1.383491341,0.5
1207.01,1207,PC,364393429,,6282,4.37809,116.594329,-64.056009,113.758,9.2397,0.051551091,14.20855989,1.793331066,0.5
1208.01,1208,PC,273985865,,5626,4.56195,30.508742,-83.227962,134.757,10.5924,0.017350203,16.74359314,1.204356719,0.5
1209.01,1209,PC,30037565,,5914,3.98,73.541918,-70.379109,173.833,9.597,0.028095522,15.22486178,1.842914247,0.5
121.01,121,APC,207081058,,6053,4.3135,331.867517,-41.815511,182.169,9.9358,0.039365723,15.19745896,1.041816367,0.5
1211.01,1211,PC,50312495,,5572.9,3.83,31.178933,-73.126759,133.335,9.8135,0.017173069,15.97583477,1.232013597,0.5
1212.01,1212,PC,389924075,,5909.57,4.26154,87.874157,-70.991808,190.986,10.4016,0.028321114,16.02077869,1.467339207,0.5
1214.01,1214,PC,451606970,,5262.4,3.98,285.049519,-84.448187,107.048,10.0329,0.009099771,16.88477834,1.176197081,0.5
