pl_name,hostname,pl_letter,tic_id,pl_trandep,st_teff,st_logg,ra,dec,sy_dist,sy_tmag,Ratio,AB_Mag,Data_Size,Weight
Kepler-1815 b,Kepler-1815,b,239273090,0.06658,5516,4.4,300.170472,43.9849048,1006.63,14.7874,0.014266481,21.15106241,1.000011531,1
Kepler-1816 b,Kepler-1816,b,27911400,0.07048,5051,4.63,296.8509823,50.6987736,437.823,13.8704,0.00565356,21.23904957,1.000896576,1
Kepler-1817 b,Kepler-1817,b,351804260,0.07979,5316,4.46,282.0333419,44.4779955,748.569,14.6069,0.009409682,21.42241714,1.000885045,1
Kepler-1818 b,Kepler-1818,b,120251654,0.01474,6047,4.34,284.3284866,40.5688741,1034.59,13.8452,0.034038056,19.26474266,1.000927066,1
Kepler-1819 b,Kepler-1819,b,272596372,0.09879,6090,4.45,296.5600307,46.8574644,1363.19,14.8292,0.039384015,20.09035457,1.000018036,1
Kepler-182 b,Kepler-182,b,267672183,0.04333,6250,4.4,289.8301128,50.5862025,1549.09,14.4356,0.045713657,19.53493964,1.000101391,1
Kepler-1820 b,Kepler-1820,b,351189211,0.07374,5841,4.52,296.71274,48.2722828,1425.39,15.1859,0.024815205,20.94855988,1.000018036,1
Kepler-1821 b,Kepler-1821,b,27187386,0.04358,5475,4.52,294.5254573,49.872484,799.699,14.1483,0.014266481,20.51196241,1.000896576,1
Kepler-1822 b,Kepler-1822,b,169177842,0.06546,5165,4.63,297.2855,41.3055733,897.597,14.9762,0.007369336,22.0570837,1.000018036,1
Kepler-1823 b,Kepler-1823,b,164559875,0.01933,6000,4.36,283.754777,45.335125,724.971,12.9368,0.034038056,18.35634266,1.005337035,1
Kepler-1824 b,Kepler-1824,b,360023295,0.04874,6002,4.42,296.7071957,41.2036197,1040.1,14.2415,0.034038056,19.66104266,1.000011531,1
Kepler-1825 b,Kepler-1825,b,63282889,0.02707,5123,4.5,292.5140647,42.6517554,430.254,13.7731,0.00565356,21.14174957,1.000890707,1
Kepler-1826 b,Kepler-1826,b,26749051,0.04996,3821,4.75,292.7700072,48.8998469,336.952,14.7093,0.000109049,26.36470127,1.003265665,1
Kepler-1827 b,Kepler-1827,b,137555923,0.00686,5423,4.11,292.2525301,40.7927895,686.461,12.4638,0.011342581,19.07647481,1.000909706,1
Kepler-1828 b,Kepler-1828,b,137638020,0.03528,5806,4.53,292.4275963,37.3207616,871.81,14.3896,0.024815205,20.15225988,1.000885045,1
Kepler-1829 b,Kepler-1829,b,299028577,0.07127,5230,4.59,288.664484,51.4983798,679.921,14.4311,0.007369336,21.5119837,1.00179201,1
Kepler-183 b,Kepler-183,b,138214374,0.04764,5888,4.5,293.5308112,39.3159329,1050.64,14.4099,0.028341784,20.02828658,1.0000789,1
Kepler-1830 b,Kepler-1830,b,138968107,0.03883,6160,3.98,295.1390408,40.9790527,1056.88,13.0912,0.04291004,18.25925724,1.000943956,1
Kepler-1831 b,Kepler-1831,b,27456723,0.04133,6063,4.48,295.3024604,49.5890456,1053.49,14.5551,0.039384015,19.81625457,1.000018036,1
Kepler-1832 b,Kepler-1832,b,269263219,0.01741,5242,4.56,299.8517779,43.7320611,486.174,13.7817,0.007369336,20.8625837,1.000896576,1
Kepler-1833 b,Kepler-1833,b,159520040,0.00861,6164,4.23,290.8714239,45.4102813,591.602,12.1701,0.04291004,17.33815724,1.000904934,1
Kepler-1834 b,Kepler-1834,b,378087161,0.03025,4821,4.53,294.6646789,39.7838461,500.395,14.2644,0.002163516,22.67595435,1.000005869,1
Kepler-1835 b,Kepler-1835,b,351799800,0.07842,5903,4.44,280.3148152,43.9856885,1404.38,14.8784,0.028341784,20.49678658,1.000885045,1
Kepler-1836 b,Kepler-1836,b,137556026,0.04618,6123,4.47,292.3150933,40.8387799,1472.62,15.1559,0.039384015,20.41705457,1.000018036,1
Kepler-1837 b,Kepler-1837,b,158665571,0.02196,5966,4.49,288.2076012,45.6834463,1229.18,14.9358,0.034038056,20.35534266,1.000018036,1
Kepler-1838 b,Kepler-1838,b,171585303,0.00707,5877,3.93,298.9917165,40.14226,451.242,11.3596,0.028113151,16.98678072,1.001085976,1
Kepler-1839 b,Kepler-1839,b,27082730,0.01379,5926,4.51,294.2244432,50.0755761,1136.6,14.1375,0.028341784,19.75588658,1.00520275,1
Kepler-184 b,Kepler-184,b,63119782,0.07777,5788,4.51,291.9518784,43.0746172,610.326,13.8197,0.024815205,19.58235988,1.000976152,1
Kepler-1840 b,Kepler-1840,b,171090560,0.09159,4898,4.52,298.5948803,41.4359643,513.107,14.3957,0.003133417,22.40510914,1.000011531,1
Kepler-1841 b,Kepler-1841,b,121329580,0.02171,5190,4.45,287.7069031,40.6852161,631.7,13.995,0.007369336,21.0758837,1.000885045,1
Kepler-1842 b,Kepler-1842,b,158216580,0.04036,5970,4.36,286.2516039,42.3784353,923.551,14.1959,0.034038056,19.61544266,1.000011635,1
Kepler-1843 b,Kepler-1843,b,137900524,0.01386,5422,3.95,292.8852302,41.279169,784.625,12.3805,0.011342581,18.99317481,1.003081737,1
Kepler-1844 b,Kepler-1844,b,137817056,0.04635,5776,4.55,292.6903973,37.9345682,1804.36,15.1693,0.024815205,20.93195988,1.000885045,1
Kepler-1845 b,Kepler-1845,b,137892408,0.07717,4703,4.58,292.9016226,38.297032,710.724,15.0995,0.001455741,23.94124461,1.000885045,1
Kepler-1846 b,Kepler-1846,b,271044777,0.01849,4825,4.6,294.3909489,44.7629523,374.615,13.482,0.002163516,21.89355435,1.000905757,1
Kepler-1847 b,Kepler-1847,b,272490211,0.0371,6122,4.49,296.6014013,44.3252289,1693.86,15.3793,0.039384015,20.64045457,1.000018036,1
Kepler-1848 b,Kepler-1848,b,268712158,0.02249,4847,4.58,299.3814921,45.5920846,309.696,13.0408,0.002163516,21.45235435,1.000913143,1
Kepler-1849 b,Kepler-1849,b,399821807,0.07736,4806,4.56,285.29193,41.2557275,631.884,15.025,0.002163516,23.43655435,1.001044144,1
Kepler-185 b,Kepler-185,b,123490444,0.02092,5208,4.54,282.4681674,43.8899464,466.735,13.8733,0.007369336,20.9541837,1.000980307,1
Kepler-1850 b,Kepler-1850,b,158389981,0.00933,4239,4.67,287.1428295,43.6161177,250.199,13.3448,0.00021274,24.27463203,1.009394306,1
Kepler-1851 b,Kepler-1851,b,352013607,0.07786,5982,4.54,285.6737597,45.6398375,1589.81,15.167,0.034038056,20.58654266,1.000018036,1
Kepler-1852 b,Kepler-1852,b,121465404,0.05266,5237,4.57,288.0297157,40.3441934,772.481,14.828,0.007369336,21.9088837,1.000018036,1
Kepler-1853 b,Kepler-1853,b,164784178,0.03722,4821,4.53,284.7478834,46.3735415,562.348,14.421,0.002163516,22.83255435,1.000018036,1
Kepler-1854 b,Kepler-1854,b,120825566,0.03888,5026,4.58,286.28593,37.3869915,423.348,13.532,0.004275546,21.2039755,1.000005869,1
Kepler-1855 b,Kepler-1855,b,237189544,0.03976,3460,4.92,283.4018628,41.5161554,,14.3443,7.27E-05,26.44026062,1.005120213,1
Kepler-1856 b,Kepler-1856,b,27687265,0.02905,4948,4.51,295.9091695,51.3478777,848.76,14.7686,0.003133417,22.77800914,1.000018036,1
Kepler-1857 b,Kepler-1857,b,184556217,0.02151,6074,4.38,296.4557129,39.598537,853.275,13.692,0.039384015,18.95315457,1.001058377,1
Kepler-1858 b,Kepler-1858,b,63205796,0.0955,4939,4.51,292.3074315,46.626579,833.055,15.0428,0.003133417,23.05220914,1.000018036,1
Kepler-1859 b,Kepler-1859,b,270790094,0.01456,5887,4.29,293.9886751,46.7179996,1331.25,14.6473,0.028341784,20.26568658,1.000018036,1
Kepler-186 b,Kepler-186,b,268159861,0.05142,3788,4.77,298.652736,43.9549884,177.594,13.6403,0.000144639,24.98903748,1.004163644,1
Kepler-1860 b,Kepler-1860,b,27082724,0.01063,5420,4.5,294.3508497,50.0809627,438.703,12.9331,0.011614402,19.52006244,1.000930232,1
Kepler-1861 b,Kepler-1861,b,27649489,0.02286,5855,4.23,295.8465148,49.9361586,829.985,13.2142,0.028113151,18.84138072,1.000930226,1
Kepler-1862 b,Kepler-1862,b,27913951,0.0575,5644,4.58,296.7533555,49.3780726,1232.19,15.3126,0.017380802,21.46188,1.000018036,1
Kepler-1863 b,Kepler-1863,b,123416041,0.01702,5871,4.49,282.2397185,43.2440854,865.546,13.0197,0.028341784,18.63808658,1.000911102,1
Kepler-1864 b,Kepler-1864,b,394172692,0.00425,5854,4.47,289.6867653,41.5889178,298.894,11.608,0.028341784,17.22638658,1.026812516,1
Kepler-1865 b,Kepler-1865,b,138431036,0.0303,5420,4.49,293.941238,41.5904136,922.255,14.97,0.011614402,21.55696244,1.000005869,1
Kepler-1866 b,Kepler-1866,b,158213683,0.0181,5791,4.38,286.2246453,44.6544869,976.737,13.9133,0.024815205,19.67595988,1.011778116,1
Kepler-1867 b,Kepler-1867,b,271348323,0.0068,5693,4.57,294.9971007,43.4358698,680.583,12.9574,0.021058311,18.8982957,1.000917248,1
Kepler-1868 b,Kepler-1868,b,275571117,0.19534,4658,4.63,293.2983733,43.5558025,274.18,13.1835,0.001455741,22.02524461,1.00308656,1
Kepler-1869 b,Kepler-1869,b,63368895,0.01054,5808,4.52,292.6149958,42.7643438,113.025,9.6523,0.024815205,15.41495988,1.028221217,1
Kepler-187 b,Kepler-187,b,269264648,0.01235,6105,4.27,299.7964955,44.0892448,1143,13.6749,0.039384015,18.93605457,1.000956622,1
Kepler-1870 b,Kepler-1870,b,138433618,0.04317,5508,4.57,293.9335076,40.590704,407.216,12.9026,0.014266481,19.26626241,1.004011014,1
Kepler-1871 b,Kepler-1871,b,137634508,0.0403,5741,4.5,292.4275044,38.4728824,854.623,14.0227,0.021058311,19.9635957,1.000885045,1
Kepler-1872 b,Kepler-1872,b,123230993,0.09344,5223,4.5,281.0491988,43.3225996,840.182,15.1718,0.007369336,22.2526837,1.000885045,1
Kepler-1873 b,Kepler-1873,b,271164726,0.02809,5151,4.59,294.596557,46.0483705,820.957,14.9859,0.007369336,22.0667837,1.000018036,1
Kepler-1874 b,Kepler-1874,b,158219569,0.07833,4701,4.54,286.3718158,43.692081,408.007,14.2562,0.001455741,23.09794461,1.000018036,1
Kepler-1875 b,Kepler-1875,b,27912377,0.0431,6161,4.54,296.7727406,50.1883667,1660.45,14.5594,0.045713657,19.65873964,1.000018036,1
Kepler-1876 b,Kepler-1876,b,171883078,0.00334,6104,4.07,299.1604859,41.1437964,259.935,10.3551,0.036980143,15.68463307,1.002445941,1
Kepler-1877 b,Kepler-1877,b,271355270,0.00338,5615,4.5,294.866924,46.7904816,285.312,11.7492,0.017380802,17.89848,1.005342545,1
Kepler-1878 b,Kepler-1878,b,184998205,0.04414,5918,4.54,300.7324154,44.1070231,1494.3,14.8908,0.028341784,20.50918658,1.000018036,1
Kepler-1879 b,Kepler-1879,b,121944984,0.01502,5865,4.16,289.3644209,41.5332589,627.171,12.371,0.028113151,17.99818072,1.003090508,1
Kepler-188 b,Kepler-188,b,123235018,0.0214,6021,4.35,281.2797173,44.3154743,968.544,14.1665,0.034038056,19.58604266,1.000968672,1
Kepler-1880 b,Kepler-1880,b,121333305,0.06912,4380,4.71,287.8264561,40.6965988,611.041,15.1754,0.000379086,25.47800945,1.003175441,1
Kepler-1881 b,Kepler-1881,b,270615772,0.1033,5135,4.46,293.6393065,44.9825447,1057.21,15.293,0.00565356,22.66164957,1.000018036,1
Kepler-1882 b,Kepler-1882,b,159449495,0.00751,5691,4.14,290.6640856,43.4997866,443.371,11.9579,0.02033222,17.93689255,1.000905776,1
Kepler-1883 b,Kepler-1883,b,63121790,0.09501,6208,4.45,291.922557,42.002522,1377.61,15.0643,0.045713657,20.16363964,1.000018036,1
Kepler-1884 b,Kepler-1884,b,272707494,0.01608,5984,4.52,296.7463986,43.0454207,1443.09,14.727,0.034038056,20.14654266,1.000018036,1
Kepler-1885 b,Kepler-1885,b,158839043,0.02102,5591,4.56,288.7507112,47.4909206,818.482,14.2713,0.017380802,20.42058,1.000018036,1
Kepler-1886 b,Kepler-1886,b,184417747,0.07022,5745,4.56,296.2645118,39.4059745,1059.51,14.9377,0.021058311,20.8785957,1.000018036,1
Kepler-1887 b,Kepler-1887,b,158844032,0.08613,5749,4.55,288.9555263,44.705707,1366.18,15.4469,0.021058311,21.3877957,1.000018036,1
Kepler-1888 b,Kepler-1888,b,122066892,0.00473,5557,4.2,289.3945523,41.7822597,402.947,11.3796,0.017195232,17.54053447,1.00350677,1
Kepler-1889 b,Kepler-1889,b,169178161,0.05517,5646,4.55,297.1992577,41.2264404,1395.13,14.9625,0.017380802,21.11178,1.000018036,1
Kepler-189 b,Kepler-189,b,158494327,0.02753,5235,4.62,287.5646296,44.3050662,591.534,14.251,0.007369336,21.3318837,1.00008425,1
Kepler-1890 b,Kepler-1890,b,137754713,0.00409,6046,4.16,292.5778203,40.6679032,529.596,12.4011,0.032622503,17.86676134,1.000909715,1
Kepler-1891 b,Kepler-1891,b,159221689,0.02344,5516,4.54,290.0438524,44.3705375,596.24,13.7513,0.014266481,20.11496241,1.000011739,1
Kepler-1892 b,Kepler-1892,b,268492383,0.03066,5383,4.6,299.081007,42.0180957,851.595,14.8333,0.011614402,21.42026244,1.000005869,1
Kepler-1893 b,Kepler-1893,b,274022334,0.01728,5633,4.3,298.4012866,44.8381709,1050.72,14.3347,0.017380802,20.48398,1.000018036,1
Kepler-1894 b,Kepler-1894,b,27531854,0.0185,5772,4.53,295.5864604,49.6668523,935.191,14.8513,0.024815205,20.61395988,1.000018036,1
Kepler-1895 b,Kepler-1895,b,26493559,0.03441,5076,4.6,291.6756005,48.7625419,984.187,14.8623,0.00565356,22.23094957,1.000018036,1
Kepler-1896 b,Kepler-1896,b,394175334,0.06361,6122,4.47,289.6785786,40.2496475,1732.91,15.2283,0.039384015,20.48945457,1.000018036,1
Kepler-1897 b,Kepler-1897,b,138645719,0.08063,5165,4.6,294.2901043,39.126871,983.174,15.3637,0.007369336,22.4445837,1.000885045,1
Kepler-1898 b,Kepler-1898,b,121124617,0.00675,5702,4.26,287.2058009,38.4981903,360.921,12.6832,0.021058311,18.6240957,1.004243191,1
Kepler-1899 b,Kepler-1899,b,137348756,0.04055,4791,4.58,292.0333777,37.9744551,711.509,15.2634,0.002163516,23.67495435,1.000885045,1
Kepler-19 b,Kepler-19,b,122375047,0.06917,5541,4.55,290.4209694,37.8516556,218.562,11.3992,0.014266481,17.76286241,1.006097198,1
Kepler-190 b,Kepler-190,b,158789380,0.03417,5106,4.56,288.5839761,44.7337701,433.387,13.5519,0.00565356,20.92054957,1.00008425,1
Kepler-1900 b,Kepler-1900,b,63010445,0.01229,6173,4.45,291.8863206,44.4790319,1540.43,14.8102,0.045713657,19.90953964,1.000018036,1
Kepler-1901 b,Kepler-1901,b,159647219,0.01616,5696,4.52,291.1643587,45.3183061,1028.37,14.4171,0.021058311,20.3579957,1.003262029,1
Kepler-1902 b,Kepler-1902,b,63370825,0.03627,3729,4.73,292.7376545,42.0147792,344.337,14.6922,9.34E-05,26.51628301,1.003240837,1
Kepler-1903 b,Kepler-1903,b,417655814,0.02624,6347,4.46,290.8882981,51.2481617,1775.44,14.9173,0.051569566,19.88577085,1.000018036,1
Kepler-1904 b,Kepler-1904,b,299089587,0.071,3805,4.77,288.8744026,51.1542215,270.854,14.7606,0.000144639,26.10933748,1.003051715,1
Kepler-1905 b,Kepler-1905,b,63362238,0.01531,5788,4.44,292.5733475,46.3668273,1051.53,14.5213,0.024815205,20.28395988,1.000018036,1
Kepler-1906 b,Kepler-1906,b,138366224,0.04293,5868,4.53,293.8266166,38.8565906,1360.63,14.4695,0.028341784,20.08788658,1.001522972,1
Kepler-1907 b,Kepler-1907,b,123130285,0.01264,5159,4.51,280.7085829,47.3279236,292.111,13.1513,0.007369336,20.2321837,1.000918926,1
Kepler-1909 b,Kepler-1909,b,159573063,0.01892,4935,4.59,290.889409,42.4596251,763.662,15.1708,0.003133417,23.18020914,1.000018036,1
Kepler-191 b,Kepler-191,b,159647213,0.03001,5282,4.59,291.1833211,45.3230937,594.464,14.2068,0.009409682,21.02231714,1.000103781,1
Kepler-1910 b,Kepler-1910,b,360023069,0.02415,4234,4.63,296.6171677,41.2811677,,14.7553,0.00021274,25.68513203,1.000005869,1
Kepler-1911 b,Kepler-1911,b,171971636,0.00723,5721,4.44,299.303559,41.4410233,269.912,11.6492,0.021058311,17.5900957,1.002924532,1
Kepler-1912 b,Kepler-1912,b,123444694,0.01582,5734,4.46,282.1178211,46.2239547,297.017,11.7892,0.021058311,17.7300957,1.006338594,1
Kepler-1913 b,Kepler-1913,b,159304134,0.01962,6214,4.44,290.216689,44.7795863,876.3,14.2289,0.045713657,19.32823964,1.000018036,1
Kepler-1914 b,Kepler-1914,b,137151294,0.06413,5982,4.49,291.4314024,38.6543635,1621.56,15.2009,0.034038056,20.62044266,1.001388885,1
Kepler-1915 b,Kepler-1915,b,185184560,0.08671,6020,4.4,301.2786852,44.2505116,1514.66,15.304,0.034038056,20.72354266,1.00009198,1
Kepler-1916 b,Kepler-1916,b,26751240,0.0438,6246,4.43,293.0705754,48.387679,2055.82,15.3597,0.045713657,20.45903964,1.000018036,1
Kepler-1917 b,Kepler-1917,b,270857590,0.03544,5530,4.59,294.1038932,45.0013533,909.037,14.9086,0.014266481,21.27226241,1.000018036,1
Kepler-1918 b,Kepler-1918,b,63214893,0.09205,5889,4.49,292.530546,42.2145765,1030.11,15.1696,0.028341784,20.78798658,1.000018036,1
Kepler-1919 b,Kepler-1919,b,164459883,0.06722,5513,4.55,283.1319153,43.956005,1177.53,15.3217,0.014266481,21.68536241,1.000885045,1
Kepler-192 b,Kepler-192,b,158626833,0.07255,5479,4.43,287.9179379,45.5928829,651.674,13.6013,0.014266481,19.96496241,1.000994851,1
Kepler-1920 b,Kepler-1920,b,122716838,0.05766,6277,4.4,291.0620355,38.8632881,885.913,13.8682,0.051569566,18.83667085,1.000018036,1
Kepler-1921 b,Kepler-1921,b,239287963,0.01244,6120,3.93,300.3161723,45.4953271,928.989,12.5272,0.036980143,17.85673307,1.000913144,1
Kepler-1922 b,Kepler-1922,b,137548365,0.02617,5931,4.54,292.3303706,37.9970696,1344.29,14.7111,0.028341784,20.32948658,1.000885045,1
Kepler-1923 b,Kepler-1923,b,170346220,0.02037,5881,4.26,298.0834457,40.3462551,990.838,13.7451,0.028341784,19.36348658,1.000885045,1
Kepler-1924 b,Kepler-1924,b,270705258,0.01792,5726,4.23,293.767386,42.8291562,1910.77,14.5995,0.02033222,20.57849255,1.000005869,1
Kepler-1925 b,Kepler-1925,b,159177232,0.03455,5856,4.39,289.8287452,45.1026883,1771.31,14.7033,0.028341784,20.32168658,1.000011739,1
Kepler-1926 b,Kepler-1926,b,159649308,0.10688,5256,4.48,291.1987905,44.1662033,667.405,15.0641,0.009409682,21.87961714,1.000018036,1
Kepler-1927 b,Kepler-1927,b,184427149,0.02299,6056,3.8,296.3546093,41.3355698,1091,12.7874,0.036980143,18.11693307,1.000919019,1
Kepler-1928 b,Kepler-1928,b,122450696,0.04326,5720,4.53,290.4406294,38.5235721,326.362,12.1454,0.021058311,18.0862957,1.009493672,1
Kepler-1929 b,Kepler-1929,b,269029175,0.02336,5786,4.11,299.5833362,47.4481244,508.201,11.5689,0.024020857,17.3668833,1.003328685,1
Kepler-193 b,Kepler-193,b,272496083,0.04571,6335,4.4,296.4985951,46.5772484,1009.1,14.1656,0.051569566,19.13407085,1.000941454,1
Kepler-1930 b,Kepler-1930,b,169560572,0.03566,5083,4.51,297.577145,40.0276768,275.694,12.7643,0.00565356,20.13294957,1.000052998,1
Kepler-1931 b,Kepler-1931,b,159571280,0.02821,6167,4.33,290.8723061,43.3330104,620.091,12.1832,0.045713657,17.28253964,1.000905802,1
Kepler-1932 b,Kepler-1932,b,120496423,0.0236,5278,4.58,285.3314903,41.0638435,713.733,14.4589,0.009409682,21.27441714,1.000011635,1
Kepler-1933 b,Kepler-1933,b,120103486,0.01262,5661,4.42,283.995085,39.9170121,328.007,12.2136,0.021058311,18.1544957,1.001033779,1
Kepler-1934 b,Kepler-1934,b,122680921,0.00581,5925,4.39,290.9193265,37.2871677,428.514,12.3439,0.028341784,17.96228658,1.003150176,1
Kepler-1935 b,Kepler-1935,b,184469205,0.04057,5570,4.46,296.4037783,39.7227036,904.702,13.8362,0.017380802,19.98548,1.000018036,1
Kepler-1936 b,Kepler-1936,b,159451957,0.03576,6501,4.05,290.7300141,44.836128,871.096,12.9679,0.062624242,17.72549833,1.000899268,1
Kepler-1937 b,Kepler-1937,b,122597057,0.06661,6457,4.36,290.6583922,40.7785383,905.069,13.6766,0.066263641,18.3728663,1.000891122,1
Kepler-1938 b,Kepler-1938,b,171972797,0.04643,4522,4.62,299.351892,41.1957285,421.152,14.1468,0.0005966,23.9570463,1.001905185,1
Kepler-1939 b,Kepler-1939,b,120578688,0.02239,4353,4.68,285.6899312,40.9946659,189.833,12.6441,0.000379086,22.94670945,1.004251808,1
Kepler-194 b,Kepler-194,b,63070427,0.02076,6089,4.42,291.971429,47.8640498,1097.97,14.442,0.039384015,19.70315457,1.00009225,1
Kepler-1940 b,Kepler-1940,b,159647359,0.03095,5431,4.62,291.2042027,45.2383344,798.595,14.7452,0.011614402,21.33216244,1.000018036,1
Kepler-1941 b,Kepler-1941,b,351191396,0.02649,6404,4.39,296.6270184,49.353891,1494.39,14.2266,0.059731433,19.03554721,1.000018036,1
Kepler-1942 b,Kepler-1942,b,271350547,0.03469,5834,4.57,294.9805416,44.4252384,842.492,14.1689,0.024815205,19.93155988,1.002018998,1
Kepler-1943 b,Kepler-1943,b,138100223,0.00645,6032,4.49,293.3182976,41.1166697,1004.55,13.2845,0.034038056,18.70404266,1.000900939,1
Kepler-1944 b,Kepler-1944,b,184554636,0.06264,5585,4.49,296.5105045,39.1732645,1076.48,14.7749,0.017380802,20.92418,1.000890915,1
Kepler-1945 b,Kepler-1945,b,123408849,0.0184,4991,4.51,281.8980828,42.2858185,,12.746,0.004275546,20.4179755,1.00512522,1
Kepler-1946 b,Kepler-1946,b,123451321,0.06969,5505,4.5,282.3355387,42.8453417,1002.12,15.0123,0.014266481,21.37596241,1.000885045,1
Kepler-1947 b,Kepler-1947,b,272180236,0.00681,6040,3.98,296.1040313,42.3425818,468.771,12.4445,0.032622503,17.91016134,1.000909261,1
Kepler-1948 b,Kepler-1948,b,158489110,0.01774,3872,4.71,287.3640804,47.7853043,193.903,13.0256,0.000129376,24.49542086,1.006227595,1
Kepler-1949 b,Kepler-1949,b,270611599,0.00879,6028,4.19,293.5422586,43.0260555,2617.35,14.7334,0.032622503,20.19906134,1.000018036,1
Kepler-195 b,Kepler-195,b,298837729,0.08238,5329,4.6,288.1209339,47.9666141,652.051,14.2589,0.009409682,21.07441714,1.000988774,1
Kepler-1950 b,Kepler-1950,b,158388625,0.01583,5455,4.46,287.0874563,42.6686537,697.253,14.0116,0.014266481,20.37526241,1.000891122,1
Kepler-1951 b,Kepler-1951,b,122446866,0.00982,5468,4.17,290.4999139,40.2877161,1277.32,13.6261,0.014066748,20.00507026,1.000018036,1
Kepler-1952 b,Kepler-1952,b,158635959,0.00979,5973,4.17,288.0764082,43.9584839,852.062,13.4365,0.032622503,18.90216134,1.005163975,1
Kepler-1953 b,Kepler-1953,b,158625687,0.0212,4858,4.62,287.9680995,46.4705959,605.631,14.7954,0.003133417,22.80480914,1.000006077,1
Kepler-1954 b,Kepler-1954,b,273694735,0.02177,5840,4.55,298.0029203,43.3545882,1373.83,15.1876,0.024815205,20.95025988,1.000018036,1
Kepler-1955 b,Kepler-1955,b,172372582,0.00663,5825,4.24,299.5347603,40.4777528,449.351,12.0696,0.024020857,17.8675833,1.000901101,1
Kepler-1956 b,Kepler-1956,b,27233725,0.0301,4391,4.6,294.6208506,49.894219,360.468,14.7855,0.000379086,25.08810945,1.000018036,1
Kepler-1957 b,Kepler-1957,b,26961214,0.01178,4904,4.54,293.711436,47.8874467,460.899,14.138,0.003133417,22.14740914,1.000896576,1
Kepler-1958 b,Kepler-1958,b,121943923,0.03544,5749,4.55,289.1041643,41.6901138,1320.38,14.9229,0.021058311,20.8637957,1.000006077,1
Kepler-1959 b,Kepler-1959,b,272173269,0.02296,5071,4.5,296.022301,44.7326691,479.263,13.9433,0.00565356,21.31194957,1.000890707,1
Kepler-196 b,Kepler-196,b,164828012,0.063,5128,4.57,284.9685077,42.0791214,451.312,13.545,0.00565356,20.91364957,1.004314848,1
